=========================================================================================
Filename: ../output/Zip_InventoryMeasure_Public_AllHomes.csv
Key: zipcode, city, county, msa, statename.
Dimension: 11111 x 98.

|var       |type      | n_NA| ch.min| ch.max| ch.n_unique|    num.mean|      num.sd| num.p0| num.p50| num.p100|
|2011-05  |numeric   | 3724|     NA|     NA|          NA|   136.3236|    84.26317|  28.03030|   112.4206|  1017.6228|
|2011-06  |numeric   | 3705|     NA|     NA|          NA|   136.0553|    83.57816|  27.42870|   112.2103|   988.5734|
|2011-07  |numeric   | 3691|     NA|     NA|          NA|   135.4796|    83.45545|  26.43069|   111.8529|  1028.5714|
|2011-08  |numeric   | 3686|     NA|     NA|          NA|   134.7653|    82.83672|  24.95000|   111.2751|  1004.4081|
|2011-09  |numeric   | 3681|     NA|     NA|          NA|   133.8187|    82.23692|  25.16222|   110.7060|   991.9643|
|2011-10  |numeric   | 3674|     NA|     NA|          NA|   132.4658|    81.52376|  27.28871|   109.2739|  1004.4081|
|2011-11  |numeric   | 3668|     NA|     NA|          NA|   130.8935|    80.95135|  24.54909|   107.8629|  1006.8861|
|2011-12  |numeric   | 3661|     NA|     NA|          NA|   129.5296|    80.41768|  24.00252|   106.7473|  1042.4479|
|2012-01  |numeric   | 3650|     NA|     NA|          NA|   129.7470|    81.12236|  21.93287|   106.9122|   993.9196|
|2012-02  |numeric   | 3620|     NA|     NA|          NA|   129.8447|    81.43987|  23.06950|   106.8796|   995.6290|
|2012-03  |numeric   | 3593|     NA|     NA|          NA|   130.9938|    82.50098|  24.38513|   107.8241|   999.4097|
|2012-04  |numeric   | 3546|     NA|     NA|          NA|   131.9631|    83.67286|  24.15440|   108.3728|   946.1538|
|2012-05  |numeric   | 3516|     NA|     NA|          NA|   132.7514|    84.89876|  24.49983|   109.0520|  1015.6250|
|2012-06  |numeric   | 3495|     NA|     NA|          NA|   132.9746|    85.31180|  24.48454|   109.3766|  1019.5339|
|2012-07  |numeric   | 3483|     NA|     NA|          NA|   132.7540|    85.23435|  24.73632|   108.9373|  1026.5147|
|2012-08  |numeric   | 3472|     NA|     NA|          NA|   132.5851|    85.16051|  24.77216|   109.1148|  1001.6871|
|2012-09  |numeric   | 3462|     NA|     NA|          NA|   132.4808|    85.29001|  23.97052|   108.7900|   961.9312|
|2012-10  |numeric   | 3455|     NA|     NA|          NA|   132.8296|    85.93624|  23.22557|   109.2657|   995.3006|
|2012-11  |numeric   | 3439|     NA|     NA|          NA|   136.8391|    89.12820|  23.88875|   111.9302|  1054.5490|
|2012-12  |numeric   | 3219|     NA|     NA|          NA|   135.7849|    89.01039|  20.89269|   110.9467|  1100.5498|
|2013-01  |numeric   | 3165|     NA|     NA|          NA|   136.1706|    90.29153|  20.76490|   111.1152|  1217.4990|
|2013-02  |numeric   | 3124|     NA|     NA|          NA|   137.3439|    91.15601|  22.66122|   111.9020|  1127.0777|
|2013-03  |numeric   | 3046|     NA|     NA|          NA|   138.9279|    92.22145|  20.89269|   112.9829|  1119.2255|
|2013-04  |numeric   | 2979|     NA|     NA|          NA|   140.7756|    94.01973|  20.06881|   114.3048|  1089.6536|
|2013-05  |numeric   | 2923|     NA|     NA|          NA|   142.2568|    95.16602|  20.06881|   115.0551|  1103.4829|
|2013-06  |numeric   | 2858|     NA|     NA|          NA|   143.1379|    95.75288|  21.32282|   116.1445|  1148.3693|
|2013-07  |numeric   | 2795|     NA|     NA|          NA|   143.4620|    96.32839|  21.32282|   116.4366|  1103.5654|
|2013-08  |numeric   | 2697|     NA|     NA|          NA|   143.6841|    96.98888|  22.08175|   116.5209|  1085.8929|
|2013-09  |numeric   | 2586|     NA|     NA|          NA|   144.5497|    98.48470|  21.84711|   116.9581|  1132.2996|
|2013-10  |numeric   | 2386|     NA|     NA|          NA|   144.9069|    99.08460|  23.95085|   116.7514|  1096.0039|
|2013-11  |numeric   | 1671|     NA|     NA|          NA|   144.1899|    98.39416|  20.03287|   116.1932|  1136.0911|
|2013-12  |numeric   | 1633|     NA|     NA|          NA|   144.6725|    99.40003|  20.94178|   116.4669|  1301.2104|
|2014-01  |numeric   | 1572|     NA|     NA|          NA|   144.8908|   100.76584|  21.21632|   116.2205|  1291.6667|
|2014-02  |numeric   | 1523|     NA|     NA|          NA|   146.2302|   101.41386|  20.81081|   117.2942|  1170.4745|
|2014-03  |numeric   | 1418|     NA|     NA|          NA|   147.5986|   102.01789|  18.44685|   117.8733|  1177.2727|
|2014-04  |numeric   | 1350|     NA|     NA|          NA|   149.0128|   102.60113|  19.78131|   119.0963|  1173.8736|
|2014-05  |numeric   | 1303|     NA|     NA|          NA|   150.0197|   103.09363|  18.73672|   120.3263|  1096.5801|
|2014-06  |numeric   | 1273|     NA|     NA|          NA|   150.5261|   103.39453|  17.55740|   120.5924|  1102.2946|
|2014-07  |numeric   | 1245|     NA|     NA|          NA|   150.6391|   103.58608|  17.79762|   121.1327|  1123.5955|
|2014-08  |numeric   | 1227|     NA|     NA|          NA|   150.7580|   103.97616|  18.40278|   120.9459|  1130.9524|
|2014-09  |numeric   | 1212|     NA|     NA|          NA|   150.7838|   104.44292|  19.55467|   121.0833|  1147.0986|
|2014-10  |numeric   | 1200|     NA|     NA|          NA|   150.5319|   104.80739|  19.04348|   120.8442|  1256.2814|
|2014-11  |numeric   | 1191|     NA|     NA|          NA|   150.0026|   104.96802|  17.99679|   120.3705|  1308.7492|
|2014-12  |numeric   | 1169|     NA|     NA|          NA|   149.7535|   105.99301|  17.60476|   119.8826|  1355.1740|
|2015-01  |numeric   | 1129|     NA|     NA|          NA|   150.7442|   107.23487|  19.04348|   120.1210|  1338.8254|
|2015-02  |numeric   | 1061|     NA|     NA|          NA|   152.6332|   109.44252|  17.58127|   121.7485|  1365.7868|
|2015-03  |numeric   |  964|     NA|     NA|          NA|   153.8939|   110.21622|  17.68423|   122.8787|  1354.4623|
|2015-04  |numeric   |  891|     NA|     NA|          NA|   155.1204|   111.26190|  19.80057|   123.8512|  1494.5993|
|2015-05  |numeric   |  847|     NA|     NA|          NA|   156.1883|   112.01330|  19.23077|   124.4680|  1377.0365|
|2015-06  |numeric   |  791|     NA|     NA|          NA|   156.5301|   112.30656|  18.72711|   124.6854|  1377.0365|
|2015-07  |numeric   |  753|     NA|     NA|          NA|   156.7009|   112.87717|  19.46546|   124.9144|  1390.1032|
|2015-08  |numeric   |  728|     NA|     NA|          NA|   157.1533|   113.61826|  20.83333|   125.1573|  1407.8354|
|2015-09  |numeric   |  706|     NA|     NA|          NA|   157.3114|   114.00780|  20.68603|   124.9605|  1422.1753|
|2015-10  |numeric   |  689|     NA|     NA|          NA|   157.2845|   114.09523|  19.69937|   125.2387|  1361.2689|
|2015-11  |numeric   |  661|     NA|     NA|          NA|   157.5261|   114.82731|  19.70300|   125.3994|  1343.1013|
|2015-12  |numeric   |  626|     NA|     NA|          NA|   157.6183|   116.78848|  19.15064|   125.3825|  1400.6699|
|2016-01  |numeric   |  563|     NA|     NA|          NA|   158.1543|   118.00568|  15.71615|   125.2263|  1419.1475|
|2016-02  |numeric   |  487|     NA|     NA|          NA|   159.1823|   119.03455|  17.37619|   125.9231|  1339.3062|
|2016-03  |numeric   |  377|     NA|     NA|          NA|   160.9596|   120.18280|  19.73684|   127.4390|  1354.8107|
|2016-04  |numeric   |  273|     NA|     NA|          NA|   162.4802|   121.64181|  21.44907|   128.2936|  1797.5040|
|2016-05  |numeric   |  196|     NA|     NA|          NA|   163.5641|   122.70071|  20.94737|   129.1853|  1802.6874|
|2016-06  |numeric   |  138|     NA|     NA|          NA|   164.0564|   123.13890|  19.11788|   129.7506|  1839.5848|
|2016-07  |numeric   |  101|     NA|     NA|          NA|   164.1789|   123.04086|  18.40527|   129.7944|  1876.4822|
|2016-08  |numeric   |   50|     NA|     NA|          NA|   164.0495|   123.36664|  17.13860|   129.5364|  1839.5848|
|2016-09  |numeric   |   27|     NA|     NA|          NA|   164.2557|   123.26496|  18.74943|   129.9914|  1719.5382|
|2016-10  |numeric   |    0|     NA|     NA|          NA|   164.4771|   124.21147|  18.66732|   130.1474|  1758.8635|
|2016-11  |numeric   |    0|     NA|     NA|          NA|   164.4961|   124.40010|  18.84058|   130.0095|  1694.2609|
|2016-12  |numeric   |    0|     NA|     NA|          NA|   164.4810|   125.33443|  18.24818|   129.9942|  1802.6874|
|2017-01  |numeric   |    0|     NA|     NA|          NA|   165.0813|   126.16338|  19.43005|   130.3978|  1839.5848|
|2017-02  |numeric   |    0|     NA|     NA|          NA|   166.1941|   126.63428|  20.01339|   131.2666|  1870.4016|
|2017-03  |numeric   |    0|     NA|     NA|          NA|   167.8491|   126.89907|  20.57128|   132.7467|  1802.6874|
|2017-04  |numeric   |    0|     NA|     NA|          NA|   169.7410|   127.68069|  20.72917|   134.2016|  1816.2607|
|2017-05  |numeric   |    0|     NA|     NA|          NA|   171.1381|   128.24960|  22.37592|   135.3283|  1802.6874|
|2017-06  |numeric   |    0|     NA|     NA|          NA|   171.8567|   128.13336|  21.22836|   136.1174|  1839.7383|
|2017-07  |numeric   |    0|     NA|     NA|          NA|   172.5117|   128.87656|  21.66146|   136.0682|  1839.7383|
|2017-08  |numeric   |    0|     NA|     NA|          NA|   172.7700|   129.34969|  20.07762|   136.3288|  1930.5019|
|2017-09  |numeric   |    0|     NA|     NA|          NA|   173.2350|   130.35726|  19.80109|   136.6897|  2077.2059|
=========================================================================================

=========================================================================================
Filename: ../output/Zip_MedianPctOfPriceReduction_AllHomes.csv
Key: zipcode, city, county, stateabb, msa.
Dimension: 7923 x 90.

|var      |type      | n_NA| ch.min| ch.max| ch.n_unique|     num.mean|       num.sd|       num.p0|      num.p50|    num.p100|
|:--------|:---------|----:|------:|------:|-----------:|------------:|------------:|------------:|------------:|-----------:|
|city     |character |    0|      3|     30|        4129|           NA|           NA|           NA|           NA|          NA|
|county   |character |    0|      3|     22|         987|           NA|           NA|           NA|           NA|          NA|
|stateabb |character |    0|      2|      2|          51|           NA|           NA|           NA|           NA|          NA|
|msa      |character |  249|      3|     34|         658|           NA|           NA|           NA|           NA|          NA|
|zipcode  |numeric   |    0|     NA|     NA|          NA| 47494.486432| 28254.395846| 1001.0000000| 44077.000000| 99801.00000|
|2010-09  |numeric   |    0|     NA|     NA|          NA|     5.425598|     2.133739|    0.1747114|     4.999856|    28.02271|
|2010-10  |numeric   |    0|     NA|     NA|          NA|     5.223487|     2.154127|    0.7042254|     4.809524|    44.80000|
|2010-11  |numeric   |    0|     NA|     NA|          NA|     5.278778|     2.228243|    0.0486858|     4.819355|    24.12248|
|2010-12  |numeric   |    0|     NA|     NA|          NA|     5.673750|     2.394105|    0.0804182|     5.155872|    28.93275|
|2011-01  |numeric   |    0|     NA|     NA|          NA|     5.544270|     2.279782|    0.7407407|     5.055612|    32.03883|
|2011-02  |numeric   |    0|     NA|     NA|          NA|     5.517239|     2.391921|    0.0403226|     5.007613|    28.67384|
|2011-03  |numeric   |    0|     NA|     NA|          NA|     5.287127|     2.207485|    0.0605877|     4.814815|    30.00000|
|2011-04  |numeric   |    0|     NA|     NA|          NA|     5.049495|     2.097259|    0.0502513|     4.598535|    22.30697|
|2011-05  |numeric   |    0|     NA|     NA|          NA|     4.928213|     2.061541|    0.0760030|     4.448619|    29.77528|
|2011-06  |numeric   |    0|     NA|     NA|          NA|     4.892352|     1.963788|    0.1675978|     4.477612|    26.20865|
|2011-07  |numeric   |    0|     NA|     NA|          NA|     4.929098|     2.014507|    0.1124229|     4.491161|    22.58065|
|2011-08  |numeric   |    0|     NA|     NA|          NA|     4.928458|     2.001047|    0.0923958|     4.490119|    24.24056|
|2011-09  |numeric   |    0|     NA|     NA|          NA|     4.949271|     1.998137|    0.0631313|     4.542596|    24.31611|
|2011-10  |numeric   |    0|     NA|     NA|          NA|     5.038193|     2.240913|    0.5882353|     4.549590|    44.96855|
|2011-11  |numeric   |    0|     NA|     NA|          NA|     5.132859|     2.199174|    0.0934754|     4.674492|    25.21008|
|2011-12  |numeric   |    0|     NA|     NA|          NA|     5.435202|     2.468060|    0.0005155|     4.986711|    29.10095|
|2012-01  |numeric   |    0|     NA|     NA|          NA|     5.135079|     2.275553|    0.0526870|     4.699146|    27.77778|
|2012-02  |numeric   |    0|     NA|     NA|          NA|     4.915095|     2.159527|    0.0353573|     4.500000|    26.66667|
|2012-03  |numeric   |    0|     NA|     NA|          NA|     4.745279|     2.084771|    0.0948047|     4.323459|    24.50000|
|2012-04  |numeric   |    0|     NA|     NA|          NA|     4.697783|     2.134056|    0.0576081|     4.175374|    26.92308|
|2012-05  |numeric   |    0|     NA|     NA|          NA|     4.611895|     2.061254|    0.0503018|     4.154909|    30.01501|
|2012-06  |numeric   |    0|     NA|     NA|          NA|     4.579554|     2.058830|    0.0503905|     4.120089|    36.69113|
|2012-07  |numeric   |    0|     NA|     NA|          NA|     4.587994|     2.063187|    0.0000345|     4.114760|    32.84635|
|2012-08  |numeric   |    0|     NA|     NA|          NA|     4.583579|     2.100995|    0.0445335|     4.120879|    38.75969|
|2012-09  |numeric   |    0|     NA|     NA|          NA|     4.535714|     2.058485|    0.0964000|     4.080000|    25.64103|
|2012-10  |numeric   |    0|     NA|     NA|          NA|     4.587201|     2.147648|    0.0516662|     4.109589|    42.17926|
|2012-11  |numeric   |    0|     NA|     NA|          NA|     4.702427|     2.279702|    0.0030775|     4.183007|    26.84211|
|2012-12  |numeric   |    0|     NA|     NA|          NA|     5.117462|     2.619014|    0.0002865|     4.597546|    31.59788|
|2013-01  |numeric   |    0|     NA|     NA|          NA|     4.920917|     2.466709|    0.0547196|     4.366812|    37.29097|
|2013-02  |numeric   |    0|     NA|     NA|          NA|     4.739873|     2.403106|    0.0125031|     4.170142|    40.81633|
|2013-03  |numeric   |    0|     NA|     NA|          NA|     4.543579|     2.269415|    0.0054104|     4.021931|    49.03121|
|2013-04  |numeric   |    0|     NA|     NA|          NA|     4.366559|     2.100131|    0.0194250|     3.862744|    24.58338|
|2013-05  |numeric   |    0|     NA|     NA|          NA|     4.297701|     1.998937|    0.0021334|     3.846899|    27.32240|
|2013-06  |numeric   |    0|     NA|     NA|          NA|     4.211793|     1.936747|    0.1111111|     3.775225|    29.50794|
|2013-07  |numeric   |    0|     NA|     NA|          NA|     4.230807|     1.949778|    0.0077295|     3.777778|    28.57143|
|2013-08  |numeric   |    0|     NA|     NA|          NA|     4.202594|     1.901752|    0.8403361|     3.772132|    25.00000|
|2013-09  |numeric   |    0|     NA|     NA|          NA|     4.166023|     1.857829|    0.0501643|     3.762478|    25.31646|
|2013-10  |numeric   |    0|     NA|     NA|          NA|     4.214887|     1.870601|    0.0185529|     3.796819|    22.47191|
|2013-11  |numeric   |    0|     NA|     NA|          NA|     4.338477|     2.037701|    0.0017864|     3.864446|    24.70202|
|2013-12  |numeric   |    0|     NA|     NA|          NA|     4.746650|     2.364112|    0.0017865|     4.270987|    32.35632|
|2014-01  |numeric   |    0|     NA|     NA|          NA|     4.529501|     2.166502|    0.0005559|     4.040404|    23.38287|
|2014-02  |numeric   |    0|     NA|     NA|          NA|     4.396211|     2.258402|    0.0185787|     3.853949|    32.48565|
|2014-03  |numeric   |    0|     NA|     NA|          NA|     4.113032|     1.966402|    0.0591366|     3.655279|    24.00000|
|2014-04  |numeric   |    0|     NA|     NA|          NA|     3.955352|     1.791576|    0.1612903|     3.556067|    25.83333|
|2014-05  |numeric   |    0|     NA|     NA|          NA|     3.873651|     1.668768|    0.5115116|     3.508772|    20.46507|
|2014-06  |numeric   |    0|     NA|     NA|          NA|     3.818878|     1.605935|    0.2283105|     3.486961|    22.22222|
|2014-07  |numeric   |    0|     NA|     NA|          NA|     3.835900|     1.590309|    0.2103454|     3.501916|    24.00000|
|2014-08  |numeric   |    0|     NA|     NA|          NA|     3.828458|     1.565662|    0.0294811|     3.484247|    20.11206|
|2014-09  |numeric   |    0|     NA|     NA|          NA|     3.834184|     1.583648|    0.0893171|     3.502502|    21.22222|
|2014-10  |numeric   |    0|     NA|     NA|          NA|     3.892863|     1.672705|    0.0370920|     3.547241|    22.41379|
|2014-11  |numeric   |    0|     NA|     NA|          NA|     4.014485|     1.886723|    0.0050003|     3.614504|    23.52710|
|2014-12  |numeric   |    0|     NA|     NA|          NA|     4.337787|     2.239254|    0.0200602|     3.849115|    35.17588|
|2015-01  |numeric   |    0|     NA|     NA|          NA|     4.123820|     2.062186|    0.0299402|     3.684734|    42.85714|
|2015-02  |numeric   |    0|     NA|     NA|          NA|     4.041195|     2.066616|    0.0100135|     3.573981|    28.57143|
|2015-03  |numeric   |    0|     NA|     NA|          NA|     3.851622|     1.859754|    0.0161447|     3.434857|    26.70537|
|2015-04  |numeric   |    0|     NA|     NA|          NA|     3.778041|     1.731021|    0.3236602|     3.404255|    22.92152|
|2015-05  |numeric   |    0|     NA|     NA|          NA|     3.736631|     1.657862|    0.0845309|     3.373984|    23.07692|
|2015-06  |numeric   |    0|     NA|     NA|          NA|     3.714426|     1.642762|    0.5121922|     3.341289|    20.08032|
|2015-07  |numeric   |    0|     NA|     NA|          NA|     3.728750|     1.620213|    0.0169846|     3.383301|    25.00000|
|2015-08  |numeric   |    0|     NA|     NA|          NA|     3.709883|     1.648922|    0.1721497|     3.344482|    33.33333|
|2015-09  |numeric   |    0|     NA|     NA|          NA|     3.704911|     1.597875|    0.3847634|     3.361344|    21.42857|
|2015-10  |numeric   |    0|     NA|     NA|          NA|     3.729589|     1.660576|    0.1018849|     3.354839|    23.33333|
|2015-11  |numeric   |    0|     NA|     NA|          NA|     3.759837|     1.839895|    0.0718649|     3.341690|    28.57143|
|2015-12  |numeric   |    0|     NA|     NA|          NA|     4.102156|     2.144461|    0.0005676|     3.606061|    26.10966|
|2016-01  |numeric   |    0|     NA|     NA|          NA|     3.858467|     1.883492|    0.0002778|     3.444920|    29.23313|
|2016-02  |numeric   |    0|     NA|     NA|          NA|     3.783490|     1.897775|    0.0002200|     3.357826|    25.03129|
|2016-03  |numeric   |    0|     NA|     NA|          NA|     3.669350|     1.802250|    0.0393701|     3.280960|    48.27586|
|2016-04  |numeric   |    0|     NA|     NA|          NA|     3.586566|     1.653743|    0.0588755|     3.227889|    32.85714|
|2016-05  |numeric   |    0|     NA|     NA|          NA|     3.534700|     1.589503|    0.1544250|     3.205247|    22.77992|
|2016-06  |numeric   |    0|     NA|     NA|          NA|     3.512721|     1.544894|    0.1101514|     3.178295|    27.50000|
|2016-07  |numeric   |    0|     NA|     NA|          NA|     3.479731|     1.511495|    0.2314815|     3.146190|    21.42857|
|2016-08  |numeric   |    0|     NA|     NA|          NA|     3.488948|     1.486753|    0.1342282|     3.154108|    17.81250|
|2016-09  |numeric   |    0|     NA|     NA|          NA|     3.514712|     1.527511|    0.2256949|     3.202061|    21.05263|
|2016-10  |numeric   |    0|     NA|     NA|          NA|     3.564584|     1.639031|    0.0744048|     3.225807|    39.87976|
|2016-11  |numeric   |    0|     NA|     NA|          NA|     3.591570|     1.743354|    0.0008106|     3.201229|    31.05516|
|2016-12  |numeric   |    0|     NA|     NA|          NA|     3.833819|     2.130425|    0.0002711|     3.334445|    35.29412|
|2017-01  |numeric   |    0|     NA|     NA|          NA|     3.626129|     1.818718|    0.0002711|     3.220419|    20.04008|
|2017-02  |numeric   |    0|     NA|     NA|          NA|     3.554201|     1.917895|    0.0002711|     3.126954|    36.45485|
|2017-03  |numeric   |    0|     NA|     NA|          NA|     3.436834|     1.635682|    0.0182414|     3.068030|    20.83417|
|2017-04  |numeric   |    0|     NA|     NA|          NA|     3.397026|     1.618662|    0.0426649|     3.032141|    25.64103|
|2017-05  |numeric   |    0|     NA|     NA|          NA|     3.374905|     1.464284|    0.0555864|     3.034931|    17.12204|
|2017-06  |numeric   |    0|     NA|     NA|          NA|     3.339091|     1.417186|    0.1917496|     3.034908|    20.66241|
|2017-07  |numeric   |    0|     NA|     NA|          NA|     3.314408|     1.375896|    0.0005255|     3.006926|    17.26607|
|2017-08  |numeric   |    0|     NA|     NA|          NA|     3.304955|     1.392030|    0.0416840|     3.001633|    21.09091|
|2017-09  |numeric   |    0|     NA|     NA|          NA|     3.302569|     1.427257|    0.0170271|     3.016043|    19.58569|
=========================================================================================

=========================================================================================
Filename: ../output/Zip_MedianPctOfPriceReduction_Condominum.csv
Key: zipcode, city, county, stateabb, msa.
Dimension: 476 x 90.

|var      |type      | n_NA| ch.min| ch.max| ch.n_unique|     num.mean|       num.sd|       num.p0|      num.p50|     num.p100|
|:--------|:---------|----:|------:|------:|-----------:|------------:|------------:|------------:|------------:|------------:|
|city     |character |    0|      5|     23|         289|           NA|           NA|           NA|           NA|           NA|
|county   |character |    0|      3|     20|         114|           NA|           NA|           NA|           NA|           NA|
|stateabb |character |    0|      2|      2|          30|           NA|           NA|           NA|           NA|           NA|
|msa      |character |    0|      4|     34|          77|           NA|           NA|           NA|           NA|           NA|
|zipcode  |numeric   |    0|     NA|     NA|          NA| 41412.397059| 25607.932620| 1970.0000000| 33465.000000| 99508.000000|
|2010-09  |numeric   |    0|     NA|     NA|          NA|     6.526518|     2.480269|    1.7389833|     6.012106|    15.037594|
|2010-10  |numeric   |    0|     NA|     NA|          NA|     6.116631|     2.395669|    0.9523810|     5.707554|    15.319477|
|2010-11  |numeric   |    0|     NA|     NA|          NA|     6.253758|     2.603478|    0.5763689|     5.859956|    20.408163|
|2010-12  |numeric   |    0|     NA|     NA|          NA|     6.370641|     2.545342|    0.2824628|     5.889587|    15.873016|
|2011-01  |numeric   |    0|     NA|     NA|          NA|     6.157893|     2.187338|    1.3159107|     5.882353|    14.492754|
|2011-02  |numeric   |    0|     NA|     NA|          NA|     6.235283|     2.411139|    0.8287293|     5.863107|    16.051846|
|2011-03  |numeric   |    0|     NA|     NA|          NA|     6.006645|     2.371695|    0.9014085|     5.584446|    16.722408|
|2011-04  |numeric   |    0|     NA|     NA|          NA|     5.850909|     2.602323|    0.0500877|     5.272874|    24.229481|
|2011-05  |numeric   |    0|     NA|     NA|          NA|     5.722367|     2.348123|    1.3698943|     5.263219|    19.066937|
|2011-06  |numeric   |    0|     NA|     NA|          NA|     5.730393|     2.118972|    1.5009381|     5.306202|    17.063721|
|2011-07  |numeric   |    0|     NA|     NA|          NA|     5.925396|     2.433345|    0.3217503|     5.496347|    23.727343|
|2011-08  |numeric   |    0|     NA|     NA|          NA|     5.722702|     2.217047|    1.5151515|     5.319537|    16.722408|
|2011-09  |numeric   |    0|     NA|     NA|          NA|     5.785323|     2.292753|    2.0408163|     5.457793|    18.358333|
|2011-10  |numeric   |    0|     NA|     NA|          NA|     5.734143|     2.205404|    1.1731844|     5.263158|    16.085341|
|2011-11  |numeric   |    0|     NA|     NA|          NA|     5.745868|     2.253015|    1.0619469|     5.415646|    25.000000|
|2011-12  |numeric   |    0|     NA|     NA|          NA|     5.861125|     2.425462|    0.4184100|     5.447380|    21.421421|
|2012-01  |numeric   |    0|     NA|     NA|          NA|     5.512490|     2.014615|    1.3375796|     5.142969|    15.035714|
|2012-02  |numeric   |    0|     NA|     NA|          NA|     5.524718|     2.123508|    1.7133714|     5.056924|    14.000000|
|2012-03  |numeric   |    0|     NA|     NA|          NA|     5.249479|     2.070375|    0.6680027|     4.904906|    16.694491|
|2012-04  |numeric   |    0|     NA|     NA|          NA|     5.333536|     2.327528|    0.4040404|     4.840501|    16.806723|
|2012-05  |numeric   |    0|     NA|     NA|          NA|     5.127979|     2.197516|    0.6849315|     4.687834|    18.063218|
|2012-06  |numeric   |    0|     NA|     NA|          NA|     5.101008|     2.025352|    0.1407254|     4.813883|    14.893617|
|2012-07  |numeric   |    0|     NA|     NA|          NA|     5.046005|     1.967226|    0.0056250|     4.773619|    16.694491|
|2012-08  |numeric   |    0|     NA|     NA|          NA|     5.124154|     2.192483|    0.0062508|     4.762030|    14.786967|
|2012-09  |numeric   |    0|     NA|     NA|          NA|     5.231176|     2.540544|    0.2506266|     4.782087|    30.104167|
|2012-10  |numeric   |    0|     NA|     NA|          NA|     5.104805|     2.191544|    0.0062520|     4.654550|    23.937120|
|2012-11  |numeric   |    0|     NA|     NA|          NA|     5.098744|     2.209237|    0.0370521|     4.788814|    15.782185|
|2012-12  |numeric   |    0|     NA|     NA|          NA|     5.419081|     2.598086|    0.0002865|     4.951030|    18.819977|
|2013-01  |numeric   |    0|     NA|     NA|          NA|     5.058615|     1.941267|    0.6410256|     4.750340|    12.500000|
|2013-02  |numeric   |    0|     NA|     NA|          NA|     4.990181|     2.032560|    0.4166667|     4.613628|    13.404124|
|2013-03  |numeric   |    0|     NA|     NA|          NA|     4.769450|     2.020881|    0.5405698|     4.369199|    19.108607|
|2013-04  |numeric   |    0|     NA|     NA|          NA|     4.622612|     1.813014|    0.6631224|     4.338251|    14.190113|
|2013-05  |numeric   |    0|     NA|     NA|          NA|     4.557413|     1.682370|    0.8602368|     4.241024|    13.278900|
|2013-06  |numeric   |    0|     NA|     NA|          NA|     4.586966|     1.864533|    0.5419321|     4.201576|    12.515645|
|2013-07  |numeric   |    0|     NA|     NA|          NA|     4.620042|     2.100953|    0.2293578|     4.092377|    15.871022|
|2013-08  |numeric   |    0|     NA|     NA|          NA|     4.607296|     1.938523|    0.0402841|     4.115141|    16.064257|
|2013-09  |numeric   |    0|     NA|     NA|          NA|     4.372536|     1.749764|    0.0438134|     4.080676|    13.071895|
|2013-10  |numeric   |    0|     NA|     NA|          NA|     4.521330|     1.872125|    0.8793917|     4.095984|    18.695652|
|2013-11  |numeric   |    0|     NA|     NA|          NA|     4.486760|     1.680034|    0.2653928|     4.184100|    11.802031|
|2013-12  |numeric   |    0|     NA|     NA|          NA|     4.861291|     2.001960|    0.6540403|     4.587471|    12.708735|
|2014-01  |numeric   |    0|     NA|     NA|          NA|     4.625747|     1.800765|    0.6726003|     4.366812|    13.146552|
|2014-02  |numeric   |    0|     NA|     NA|          NA|     4.579279|     1.869590|    0.5780347|     4.177121|    16.303419|
|2014-03  |numeric   |    0|     NA|     NA|          NA|     4.345005|     1.700274|    0.5945946|     4.044088|    14.264405|
|2014-04  |numeric   |    0|     NA|     NA|          NA|     4.166457|     1.561190|    0.0222643|     3.853156|    12.164619|
|2014-05  |numeric   |    0|     NA|     NA|          NA|     4.150005|     1.504554|    1.3308824|     3.848869|    10.524990|
|2014-06  |numeric   |    0|     NA|     NA|          NA|     4.096361|     1.560675|    0.0435350|     3.849057|    11.315789|
|2014-07  |numeric   |    0|     NA|     NA|          NA|     4.193846|     1.581925|    1.0183299|     3.950247|    12.000000|
|2014-08  |numeric   |    0|     NA|     NA|          NA|     4.155081|     2.277811|    0.0591017|     3.924799|    41.860465|
|2014-09  |numeric   |    0|     NA|     NA|          NA|     3.951008|     1.482289|    0.0250564|     3.743945|    11.290323|
|2014-10  |numeric   |    0|     NA|     NA|          NA|     4.080407|     1.703962|    1.1278195|     3.808894|    19.844601|
|2014-11  |numeric   |    0|     NA|     NA|          NA|     4.137741|     1.661181|    0.5726827|     3.849115|    12.501585|
|2014-12  |numeric   |    0|     NA|     NA|          NA|     4.302222|     1.849963|    0.0294768|     4.033580|    13.422819|
|2015-01  |numeric   |    0|     NA|     NA|          NA|     4.184065|     1.638186|    0.3521539|     3.979351|    14.243943|
|2015-02  |numeric   |    0|     NA|     NA|          NA|     4.117672|     1.869059|    0.0367242|     3.745313|    23.076923|
|2015-03  |numeric   |    0|     NA|     NA|          NA|     3.888387|     1.484122|    0.7521625|     3.695705|    17.184815|
|2015-04  |numeric   |    0|     NA|     NA|          NA|     3.996945|     1.550806|    1.3651192|     3.671063|    16.498979|
|2015-05  |numeric   |    0|     NA|     NA|          NA|     3.957475|     1.629696|    0.7677041|     3.640657|    19.574468|
|2015-06  |numeric   |    0|     NA|     NA|          NA|     3.843205|     1.404737|    0.8042834|     3.546474|    10.033445|
